1 5.595677
1 5.557104
1 5.569250
2 2.768560
2 2.793667
2 2.785892
4 1.397886
4 1.403650
4 1.429250
8 0.791795
8 0.706788
8 0.775749
16 0.421964
16 0.531609
16 0.386926
32 0.325057
32 0.314024
32 0.311375
64 0.237732
64 0.233981
64 0.220120
