1 5.624380
1 5.616152
1 5.623403
2 2.776255
2 2.800973
2 2.789795
4 1.394705
4 1.400861
4 1.417396
8 0.823076
8 0.773444
8 0.851946
16 0.402379
16 0.452819
16 0.398011
32 0.317407
32 0.288989
32 0.332782
64 0.212384
64 0.232668
64 0.219671
