1 0.613210
1 0.608357
1 0.614355
2 4.311931
2 2.737079
2 3.363227
4 6.589537
4 7.240309
4 7.281959
8 10.740255
8 10.538134
8 14.601570
16 19.802943
16 19.712734
16 18.776511
32 33.628366
32 35.712449
32 32.874396
64 96.103286
64 77.654725
64 81.590873
